Page Name,Block
Proverbs 6,"30. Men do not despise a thief, if he steal to satisfy his soul when he is hungry;"
Proverbs 6,"31. But if he be found, he shall restore sevenfold; he shall give all the substance of his house."
Proverbs 6,32. But whoso committeth adultery with a woman lacketh understanding: he that doeth it destroyeth his own soul.
Proverbs 6,33. A wound and dishonour shall he get; and his reproach shall not be wiped away.
Proverbs 6,34. For jealousy is the rage of a man: therefore he will not spare in the day of vengeance.
Proverbs 6,"35. He will not regard any ransom; neither will he rest content, though thou givest many gifts."
Proverbs 7,"1. My son, keep my words, and lay up my commandments with thee."
Proverbs 7,"2. Keep my commandments, and live; and my law as the apple of thine eye."
Proverbs 7,"3. Bind them upon thy fingers, write them upon the table of thine heart."
Proverbs 7,"4. Say unto wisdom, Thou art my sister; and call understanding thy kinswoman:"
Proverbs 7,"5. That they may keep thee from the strange woman, from the stranger which flattereth with her words."
Proverbs 7,"6. For at the window of my house I looked through my casement,"
Proverbs 7,"7. And beheld among the simple ones, I discerned among the youths, a young man void of understanding,"
Proverbs 7,"8. Passing through the street near her corner; and he went the way to her house,"
Proverbs 7,"9. In the twilight, in the evening, in the black and dark night:"
Proverbs 7,"10. And, behold, there met him a woman with the attire of an harlot, and subtil of heart."
Proverbs 7,11. (She is loud and stubborn; her feet abide not in her house:
Proverbs 7,"12. Now is she without, now in the streets, and lieth in wait at every corner.)"
Proverbs 7,"13. So she caught him, and kissed him, and with an impudent face said unto him,"
Proverbs 7,14. I have peace offerings with me; this day have I payed my vows.
Proverbs 7,"15. Therefore came I forth to meet thee, diligently to seek thy face, and I have found thee."
Proverbs 7,"16. I have decked my bed with coverings of tapestry, with carved works, with fine linen of Egypt."
Proverbs 7,"17. I have perfumed my bed with myrrh, aloes, and cinnamon."
Proverbs 7,"18. Come, let us take our fill of love until the morning: let us solace ourselves with loves."
Proverbs 7,"19. For the goodman is not at home, he is gone a long journey:"
Proverbs 7,"20. He hath taken a bag of money with him, and will come home at the day appointed."
Proverbs 7,"21. With her much fair speech she caused him to yield, with the flattering of her lips she forced him."
Proverbs 7,"22. He goeth after her straightway, as an ox goeth to the slaughter, or as a fool to the correction of the stocks;"
Proverbs 7,"23. Till a dart strike through his liver; as a bird hasteth to the snare, and knoweth not that it is for his life."
Proverbs 7,"24. Hearken unto me now therefore, O ye children, and attend to the words of my mouth."
Proverbs 7,"25. Let not thine heart decline to her ways, go not astray in her paths."
Proverbs 7,"26. For she hath cast down many wounded: yea, many strong men have been slain by her."
Proverbs 7,"27. Her house is the way to hell, going down to the chambers of death."
Proverbs 8,1. Doth not wisdom cry? and understanding put forth her voice?
Proverbs 8,"2. She standeth in the top of high places, by the way in the places of the paths."
Proverbs 8,"3. She crieth at the gates, at the entry of the city, at the coming in at the doors."
Proverbs 8,"4. Unto you, O men, I call; and my voice is to the sons of man."
Proverbs 8,"5. O ye simple, understand wisdom: and, ye fools, be ye of an understanding heart."
Proverbs 8,6. Hear; for I will speak of excellent things; and the opening of my lips shall be right things.
Proverbs 8,7. For my mouth shall speak truth; and wickedness is an abomination to my lips.
Proverbs 8,8. All the words of my mouth are in righteousness; there is nothing froward or perverse in them.
Proverbs 8,"9. They are all plain to him that understandeth, and right to them that find knowledge."
Proverbs 8,"10. Receive my instruction, and not silver; and knowledge rather than choice gold."
Proverbs 8,11. For wisdom is better than rubies; and all the things that may be desired are not to be compared to it.
Proverbs 8,"12. I wisdom dwell with prudence, and find out knowledge of witty inventions."
Proverbs 8,"13. The fear of the LORD is to hate evil: pride, and arrogancy, and the evil way, and the froward mouth, do I hate."
Proverbs 8,"14. Counsel is mine, and sound wisdom: I am understanding; I have strength."
Proverbs 8,"15. By me kings reign, and princes decree justice."
Proverbs 8,"16. By me princes rule, and nobles, even all the judges of the earth."
Proverbs 8,17. I love them that love me; and those that seek me early shall find me.
Proverbs 8,"18. Riches and honour are with me; yea, durable riches and righteousness."
Proverbs 8,"19. My fruit is better than gold, yea, than fine gold; and my revenue than choice silver."
Proverbs 8,"20. I lead in the way of righteousness, in the midst of the paths of judgment:"
Proverbs 8,21. That I may cause those that love me to inherit substance; and I will fill their treasures.
Proverbs 8,"22. The LORD possessed me in the beginning of his way, before his works of old."
Proverbs 8,"23. I was set up from everlasting, from the beginning, or ever the earth was."
Proverbs 8,"24. When there were no depths, I was brought forth; when there were no fountains abounding with water."
Proverbs 8,"25. Before the mountains were settled, before the hills was I brought forth:"
Proverbs 8,"26. While as yet he had not made the earth, nor the fields, nor the highest part of the dust of the world."
Proverbs 8,"27. When he prepared the heavens, I was there: when he set a compass upon the face of the depth:"
Proverbs 8,28. When he established the clouds above: when he strengthened the fountains of the deep:
Proverbs 8,"29. When he gave to the sea his decree, that the waters should not pass his commandment: when he appointed the foundations of the earth:"
Proverbs 8,"30. Then I was by him, as one brought up with him: and I was daily his delight, rejoicing always before him;"
Proverbs 8,31. Rejoicing in the habitable part of his earth; and my delights were with the sons of men.
Proverbs 8,"32. Now therefore hearken unto me, O ye children: for blessed are they that keep my ways."
Proverbs 8,"33. Hear instruction, and be wise, and refuse it not."
Proverbs 8,"34. Blessed is the man that heareth me, watching daily at my gates, waiting at the posts of my doors."
Proverbs 8,"35. For whoso findeth me findeth life, and shall obtain favour of the LORD."
Proverbs 8,36. But he that sinneth against me wrongeth his own soul: all they that hate me love death.
Proverbs 9,"1. Wisdom hath builded her house, she hath hewn out her seven pillars:"
Proverbs 9,2. She hath killed her beasts; she hath mingled her wine; she hath also furnished her table.
Proverbs 9,"3. She hath sent forth her maidens: she crieth upon the highest places of the city,"
Proverbs 9,"4. Whoso is simple, let him turn in hither: as for him that wanteth understanding, she saith to him,"
Proverbs 9,"5. Come, eat of my bread, and drink of the wine which I have mingled."
Proverbs 9,"6. Forsake the foolish, and live; and go in the way of understanding."
Proverbs 9,7. He that reproveth a scorner getteth to himself shame: and he that rebuketh a wicked man getteth himself a blot.
Proverbs 9,"8. Reprove not a scorner, lest he hate thee: rebuke a wise man, and he will love thee."
Proverbs 9,"9. Give instruction to a wise man, and he will be yet wiser: teach a just man, and he will increase in learning."
Proverbs 9,10. The fear of the LORD is the beginning of wisdom: and the knowledge of the holy is understanding.
Proverbs 9,"11. For by me thy days shall be multiplied, and the years of thy life shall be increased."
Proverbs 9,"12. If thou be wise, thou shalt be wise for thyself: but if thou scornest, thou alone shalt bear it."
Proverbs 9,"13. A foolish woman is clamorous: she is simple, and knoweth nothing."
Proverbs 9,"14. For she sitteth at the door of her house, on a seat in the high places of the city,"
Proverbs 9,15. To call passengers who go right on their ways:
Proverbs 9,"16. Whoso is simple, let him turn in hither: and as for him that wanteth understanding, she saith to him,"
Proverbs 9,"17. Stolen waters are sweet, and bread eaten in secret is pleasant."
Proverbs 9,18. But he knoweth not that the dead are there; and that her guests are in the depths of hell.
Proverbs 10,1. The proverbs of Solomon. A wise son maketh a glad father: but a foolish son is the heaviness of his mother.
Proverbs 10,2. Treasures of wickedness profit nothing: but righteousness delivereth from death.
Proverbs 10,3. The LORD will not suffer the soul of the righteous to famish: but he casteth away the substance of the wicked.
Proverbs 10,4. He becometh poor that dealeth with a slack hand: but the hand of the diligent maketh rich.
Proverbs 10,5. He that gathereth in summer is a wise son: but he that sleepeth in harvest is a son that causeth shame.
Proverbs 10,6. Blessings are upon the head of the just: but violence covereth the mouth of the wicked.
Proverbs 10,7. The memory of the just is blessed: but the name of the wicked shall rot.
Proverbs 10,8. The wise in heart will receive commandments: but a prating fool shall fall.
Proverbs 10,9. He that walketh uprightly walketh surely: but he that perverteth his ways shall be known.
Proverbs 10,10. He that winketh with the eye causeth sorrow: but a prating fool shall fall.
Proverbs 10,11. The mouth of a righteous man is a well of life: but violence covereth the mouth of the wicked.
Proverbs 10,12. Hatred stirreth up strifes: but love covereth all sins.
Proverbs 10,13. In the lips of him that hath understanding wisdom is found: but a rod is for the back of him that is void of understanding.
Proverbs 10,14. Wise men lay up knowledge: but the mouth of the foolish is near destruction.
Proverbs 10,15. The rich man's wealth is his strong city: the destruction of the poor is their poverty.
Proverbs 10,16. The labour of the righteous tendeth to life: the fruit of the wicked to sin.
Proverbs 10,17. He is in the way of life that keepeth instruction: but he that refuseth reproof erreth.
Proverbs 10,"18. He that hideth hatred with lying lips, and he that uttereth a slander, is a fool."
Proverbs 10,19. In the multitude of words there wanteth not sin: but he that refraineth his lips is wise.
Proverbs 10,20. The tongue of the just is as choice silver: the heart of the wicked is little worth.
Proverbs 10,21. The lips of the righteous feed many: but fools die for want of wisdom.
Proverbs 10,"22. The blessing of the LORD, it maketh rich, and he addeth no sorrow with it."
Proverbs 10,23. It is as sport to a fool to do mischief: but a man of understanding hath wisdom.
Proverbs 10,"24. The fear of the wicked, it shall come upon him: but the desire of the righteous shall be granted."
Proverbs 10,"25. As the whirlwind passeth, so is the wicked no more: but the righteous is an everlasting foundation."
Proverbs 10,"26. As vinegar to the teeth, and as smoke to the eyes, so is the sluggard to them that send him."
Proverbs 10,27. The fear of the LORD prolongeth days: but the years of the wicked shall be shortened.
Proverbs 10,28. The hope of the righteous shall be gladness: but the expectation of the wicked shall perish.
Proverbs 10,29. The way of the LORD is strength to the upright: but destruction shall be to the workers of iniquity.
Proverbs 10,30. The righteous shall never be removed: but the wicked shall not inhabit the earth.
Proverbs 10,31. The mouth of the just bringeth forth wisdom: but the froward tongue shall be cut out.
Proverbs 10,32. The lips of the righteous know what is acceptable: but the mouth of the wicked speaketh frowardness.
Proverbs 11,1. A false balance is abomination to the LORD: but a just weight is his delight.
Proverbs 11,"2. When pride cometh, then cometh shame: but with the lowly is wisdom."
Proverbs 11,3. The integrity of the upright shall guide them: but the perverseness of transgressors shall destroy them.
Proverbs 11,4. Riches profit not in the day of wrath: but righteousness delivereth from death.
Proverbs 11,5. The righteousness of the perfect shall direct his way: but the wicked shall fall by his own wickedness.
Proverbs 11,6. The righteousness of the upright shall deliver them: but transgressors shall be taken in their own naughtiness.
Proverbs 11,"7. When a wicked man dieth, his expectation shall perish: and the hope of unjust men perisheth."
Proverbs 11,"8. The righteous is delivered out of trouble, and the wicked cometh in his stead."
Proverbs 11,9. An hypocrite with his mouth destroyeth his neighbour: but through knowledge shall the just be delivered.
Proverbs 11,"10. When it goeth well with the righteous, the city rejoiceth: and when the wicked perish, there is shouting."
Proverbs 11,11. By the blessing of the upright the city is exalted: but it is overthrown by the mouth of the wicked.
Proverbs 11,12. He that is void of wisdom despiseth his neighbour: but a man of understanding holdeth his peace.
Proverbs 11,13. A talebearer revealeth secrets: but he that is of a faithful spirit concealeth the matter.
Proverbs 11,"14. Where no counsel is, the people fall: but in the multitude of counsellors there is safety."
Proverbs 11,15. He that is surety for a stranger shall smart for it: and he that hateth suretiship is sure.
Proverbs 11,16. A gracious woman retaineth honour: and strong men retain riches.
Proverbs 11,17. The merciful man doeth good to his own soul: but he that is cruel troubleth his own flesh.
Proverbs 11,18. The wicked worketh a deceitful work: but to him that soweth righteousness shall be a sure reward.
Proverbs 11,19. As righteousness tendeth to life: so he that pursueth evil pursueth it to his own death.
Proverbs 11,20. They that are of a froward heart are abomination to the LORD: but such as are upright in their way are his delight.
Proverbs 11,"21. Though hand join in hand, the wicked shall not be unpunished: but the seed of the righteous shall be delivered."
Proverbs 11,"22. As a jewel of gold in a swine's snout, so is a fair woman which is without discretion."
Proverbs 11,23. The desire of the righteous is only good: but the expectation of the wicked is wrath.
Proverbs 11,"24. There is that scattereth, and yet increaseth; and there is that withholdeth more than is meet, but it tendeth to poverty."
Proverbs 11,25. The liberal soul shall be made fat: and he that watereth shall be watered also himself.
Proverbs 11,"26. He that withholdeth corn, the people shall curse him: but blessing shall be upon the head of him that selleth it."
Proverbs 11,"27. He that diligently seeketh good procureth favour: but he that seeketh mischief, it shall come unto him."
Proverbs 11,28. He that trusteth in his riches shall fall; but the righteous shall flourish as a branch.
Proverbs 11,29. He that troubleth his own house shall inherit the wind: and the fool shall be servant to the wise of heart.
Proverbs 11,30. The fruit of the righteous is a tree of life; and he that winneth souls is wise.
Proverbs 11,"31. Behold, the righteous shall be recompensed in the earth: much more the wicked and the sinner."
Proverbs 12,1. Whoso loveth instruction loveth knowledge: but he that hateth reproof is brutish.
Proverbs 12,2. A good man obtaineth favour of the LORD: but a man of wicked devices will he condemn.
Proverbs 12,3. A man shall not be established by wickedness: but the root of the righteous shall not be moved.
Proverbs 12,4. A virtuous woman is a crown to her husband: but she that maketh ashamed is as rottenness in his bones.
Proverbs 12,5. The thoughts of the righteous are right: but the counsels of the wicked are deceit.
Proverbs 12,6. The words of the wicked are to lie in wait for blood: but the mouth of the upright shall deliver them.
Proverbs 12,"7. The wicked are overthrown, and are not: but the house of the righteous shall stand."
Proverbs 12,8. A man shall be commended according to his wisdom: but he that is of a perverse heart shall be despised.
Proverbs 12,"9. He that is despised, and hath a servant, is better than he that honoureth himself, and lacketh bread."
Proverbs 12,10. A righteous man regardeth the life of his beast: but the tender mercies of the wicked are cruel.
Proverbs 12,11. He that tilleth his land shall be satisfied with bread: but he that followeth vain persons is void of understanding.
Proverbs 12,12. The wicked desireth the net of evil men: but the root of the righteous yieldeth fruit.
Proverbs 12,13. The wicked is snared by the transgression of his lips: but the just shall come out of trouble.
Proverbs 12,14. A man shall be satisfied with good by the fruit of his mouth: and the recompence of a man's hands shall be rendered unto him.
Proverbs 12,15. The way of a fool is right in his own eyes: but he that hearkeneth unto counsel is wise.
Proverbs 12,16. A fool's wrath is presently known: but a prudent man covereth shame.
Proverbs 12,17. He that speaketh truth sheweth forth righteousness: but a false witness deceit.
Proverbs 12,18. There is that speaketh like the piercings of a sword: but the tongue of the wise is health.
Proverbs 12,19. The lip of truth shall be established for ever: but a lying tongue is but for a moment.
Proverbs 12,20. Deceit is in the heart of them that imagine evil: but to the counsellors of peace is joy.
Proverbs 12,21. There shall no evil happen to the just: but the wicked shall be filled with mischief.
Proverbs 12,22. Lying lips are abomination to the LORD: but they that deal truly are his delight.
Proverbs 12,23. A prudent man concealeth knowledge: but the heart of fools proclaimeth foolishness.
Proverbs 12,24. The hand of the diligent shall bear rule: but the slothful shall be under tribute.
Proverbs 12,25. Heaviness in the heart of man maketh it stoop: but a good word maketh it glad.
Proverbs 12,26. The righteous is more excellent than his neighbour: but the way of the wicked seduceth them.
Proverbs 12,27. The slothful man roasteth not that which he took in hunting: but the substance of a diligent man is precious.
Proverbs 12,28. In the way of righteousness is life: and in the pathway thereof there is no death.
Proverbs 13,1. A wise son heareth his father's instruction: but a scorner heareth not rebuke.
Proverbs 13,2. A man shall eat good by the fruit of his mouth: but the soul of the transgressors shall eat violence.
Proverbs 13,3. He that keepeth his mouth keepeth his life: but he that openeth wide his lips shall have destruction.
Proverbs 13,"4. The soul of the sluggard desireth, and hath nothing: but the soul of the diligent shall be made fat."
Proverbs 13,"5. A righteous man hateth lying: but a wicked man is loathsome, and cometh to shame."
Proverbs 13,6. Righteousness keepeth him that is upright in the way: but wickedness overthroweth the sinner.
Proverbs 13,"7. There is that maketh himself rich, yet hath nothing: there is that maketh himself poor, yet hath great riches."
Proverbs 13,8. The ransom of a man's life are his riches: but the poor heareth not rebuke.
Proverbs 13,9. The light of the righteous rejoiceth: but the lamp of the wicked shall be put out.
Proverbs 13,10. Only by pride cometh contention: but with the well advised is wisdom.
Proverbs 13,11. Wealth gotten by vanity shall be diminished: but he that gathereth by labour shall increase.
Proverbs 13,"12. Hope deferred maketh the heart sick: but when the desire cometh, it is a tree of life."
Proverbs 13,13. Whoso despiseth the word shall be destroyed: but he that feareth the commandment shall be rewarded.
Proverbs 13,"14. The law of the wise is a fountain of life, to depart from the snares of death."
Proverbs 13,15. Good understanding giveth favour: but the way of transgressors is hard.
Proverbs 13,16. Every prudent man dealeth with knowledge: but a fool layeth open his folly.
Proverbs 13,17. A wicked messenger falleth into mischief: but a faithful ambassador is health.
Proverbs 13,18. Poverty and shame shall be to him that refuseth instruction: but he that regardeth reproof shall be honoured.
Proverbs 13,19. The desire accomplished is sweet to the soul: but it is abomination to fools to depart from evil.
Proverbs 13,20. He that walketh with wise men shall be wise: but a companion of fools shall be destroyed.
Proverbs 13,21. Evil pursueth sinners: but to the righteous good shall be repayed.
Proverbs 13,22. A good man leaveth an inheritance to his children's children: and the wealth of the sinner is laid up for the just.
Proverbs 13,23. Much food is in the tillage of the poor: but there is that is destroyed for want of judgment.
Proverbs 13,24. He that spareth his rod hateth his son: but he that loveth him chasteneth him betimes.
Proverbs 13,25. The righteous eateth to the satisfying of his soul: but the belly of the wicked shall want.
Proverbs 14,1. Every wise woman buildeth her house: but the foolish plucketh it down with her hands.
Proverbs 14,2. He that walketh in his uprightness feareth the LORD: but he that is perverse in his ways despiseth him.
Proverbs 14,3. In the mouth of the foolish is a rod of pride: but the lips of the wise shall preserve them.
Proverbs 14,"4. Where no oxen are, the crib is clean: but much increase is by the strength of the ox."
Proverbs 14,5. A faithful witness will not lie: but a false witness will utter lies.
Proverbs 14,"6. A scorner seeketh wisdom, and findeth it not: but knowledge is easy unto him that understandeth."
Proverbs 14,"7. Go from the presence of a foolish man, when thou perceivest not in him the lips of knowledge."
Proverbs 14,8. The wisdom of the prudent is to understand his way: but the folly of fools is deceit.
Proverbs 14,9. Fools make a mock at sin: but among the righteous there is favour.
Proverbs 14,10. The heart knoweth his own bitterness; and a stranger doth not intermeddle with his joy.
Proverbs 14,11. The house of the wicked shall be overthrown: but the tabernacle of the upright shall flourish.
Proverbs 14,"12. There is a way which seemeth right unto a man, but the end thereof are the ways of death."
Proverbs 14,13. Even in laughter the heart is sorrowful; and the end of that mirth is heaviness.
Proverbs 14,14. The backslider in heart shall be filled with his own ways: and a good man shall be satisfied from himself.
Proverbs 14,15. The simple believeth every word: but the prudent man looketh well to his going.
Proverbs 14,"16. A wise man feareth, and departeth from evil: but the fool rageth, and is confident."
Proverbs 14,17. He that is soon angry dealeth foolishly: and a man of wicked devices is hated.
Proverbs 14,18. The simple inherit folly: but the prudent are crowned with knowledge.
Proverbs 14,19. The evil bow before the good; and the wicked at the gates of the righteous.
Proverbs 14,20. The poor is hated even of his own neighbour: but the rich hath many friends.
Proverbs 14,"21. He that despiseth his neighbour sinneth: but he that hath mercy on the poor, happy is he."
Proverbs 14,22. Do they not err that devise evil? but mercy and truth shall be to them that devise good.
Proverbs 14,23. In all labour there is profit: but the talk of the lips tendeth only to penury.
Proverbs 14,24. The crown of the wise is their riches: but the foolishness of fools is folly.
Proverbs 14,25. A true witness delivereth souls: but a deceitful witness speaketh lies.
Proverbs 14,26. In the fear of the LORD is strong confidence: and his children shall have a place of refuge.
Proverbs 14,"27. The fear of the LORD is a fountain of life, to depart from the snares of death."
Proverbs 14,28. In the multitude of people is the king's honour: but in the want of people is the destruction of the prince.
Proverbs 14,29. He that is slow to wrath is of great understanding: but he that is hasty of spirit exalteth folly.
Proverbs 14,30. A sound heart is the life of the flesh: but envy the rottenness of the bones.
Proverbs 14,31. He that oppresseth the poor reproacheth his Maker: but he that honoureth him hath mercy on the poor.
Proverbs 14,32. The wicked is driven away in his wickedness: but the righteous hath hope in his death.
Proverbs 14,33. Wisdom resteth in the heart of him that hath understanding: but that which is in the midst of fools is made known.
Proverbs 14,34. Righteousness exalteth a nation: but sin is a reproach to any people.
Proverbs 14,35. The king's favour is toward a wise servant: but his wrath is against him that causeth shame.
Proverbs 15,1. A soft answer turneth away wrath: but grievous words stir up anger.
Proverbs 15,2. The tongue of the wise useth knowledge aright: but the mouth of fools poureth out foolishness.
Proverbs 15,"3. The eyes of the LORD are in every place, beholding the evil and the good."
Proverbs 15,4. A wholesome tongue is a tree of life: but perverseness therein is a breach in the spirit.
Proverbs 15,5. A fool despiseth his father's instruction: but he that regardeth reproof is prudent.
Proverbs 15,6. In the house of the righteous is much treasure: but in the revenues of the wicked is trouble.
Proverbs 15,7. The lips of the wise disperse knowledge: but the heart of the foolish doeth not so.
Proverbs 15,8. The sacrifice of the wicked is an abomination to the LORD: but the prayer of the upright is his delight.
Proverbs 15,9. The way of the wicked is an abomination unto the LORD: but he loveth him that followeth after righteousness.
Proverbs 15,10. Correction is grievous unto him that forsaketh the way: and he that hateth reproof shall die.
Proverbs 15,11. Hell and destruction are before the LORD: how much more then the hearts of the children of men?
Proverbs 15,12. A scorner loveth not one that reproveth him: neither will he go unto the wise.
Proverbs 15,13. A merry heart maketh a cheerful countenance: but by sorrow of the heart the spirit is broken.
Proverbs 15,14. The heart of him that hath understanding seeketh knowledge: but the mouth of fools feedeth on foolishness.
Proverbs 15,15. All the days of the afflicted are evil: but he that is of a merry heart hath a continual feast.
Proverbs 15,16. Better is little with the fear of the LORD than great treasure and trouble therewith.
Proverbs 15,"17. Better is a dinner of herbs where love is, than a stalled ox and hatred therewith."
Proverbs 15,18. A wrathful man stirreth up strife: but he that is slow to anger appeaseth strife.
Proverbs 15,19. The way of the slothful man is as an hedge of thorns: but the way of the righteous is made plain.
Proverbs 15,20. A wise son maketh a glad father: but a foolish man despiseth his mother.
Proverbs 15,21. Folly is joy to him that is destitute of wisdom: but a man of understanding walketh uprightly.
Proverbs 15,22. Without counsel purposes are disappointed: but in the multitude of counsellors they are established.
Proverbs 15,"23. A man hath joy by the answer of his mouth: and a word spoken in due season, how good is it!"
Proverbs 15,"24. The way of life is above to the wise, that he may depart from hell beneath."
Proverbs 15,25. The LORD will destroy the house of the proud: but he will establish the border of the widow.
Proverbs 15,26. The thoughts of the wicked are an abomination to the LORD: but the words of the pure are pleasant words.
Proverbs 15,27. He that is greedy of gain troubleth his own house; but he that hateth gifts shall live.
Proverbs 15,28. The heart of the righteous studieth to answer: but the mouth of the wicked poureth out evil things.
Proverbs 15,29. The LORD is far from the wicked: but he heareth the prayer of the righteous.
Proverbs 15,30. The light of the eyes rejoiceth the heart: and a good report maketh the bones fat.
Proverbs 15,31. The ear that heareth the reproof of life abideth among the wise.
Proverbs 15,32. He that refuseth instruction despiseth his own soul: but he that heareth reproof getteth understanding.
Proverbs 15,33. The fear of the LORD is the instruction of wisdom; and before honour is humility.
Proverbs 16,"1. The preparations of the heart in man, and the answer of the tongue, is from the LORD."
Proverbs 16,2. All the ways of a man are clean in his own eyes; but the LORD weigheth the spirits.
Proverbs 16,"3. Commit thy works unto the LORD, and thy thoughts shall be established."
Proverbs 16,"4. The LORD hath made all things for himself: yea, even the wicked for the day of evil."
Proverbs 16,"5. Every one that is proud in heart is an abomination to the LORD: though hand join in hand, he shall not be unpunished."
Proverbs 16,6. By mercy and truth iniquity is purged: and by the fear of the LORD men depart from evil.
Proverbs 16,"7. When a man's ways please the LORD, he maketh even his enemies to be at peace with him."
Proverbs 16,8. Better is a little with righteousness than great revenues without right.
Proverbs 16,9. A man's heart deviseth his way: but the LORD directeth his steps.
Proverbs 16,10. A divine sentence is in the lips of the king: his mouth transgresseth not in judgment.
Proverbs 16,11. A just weight and balance are the LORD's: all the weights of the bag are his work.
Proverbs 16,12. It is an abomination to kings to commit wickedness: for the throne is established by righteousness.
Proverbs 16,13. Righteous lips are the delight of kings; and they love him that speaketh right.
Proverbs 16,14. The wrath of a king is as messengers of death: but a wise man will pacify it.
Proverbs 16,15. In the light of the king's countenance is life; and his favour is as a cloud of the latter rain.
Proverbs 16,16. How much better is it to get wisdom than gold! and to get understanding rather to be chosen than silver!
Proverbs 16,17. The highway of the upright is to depart from evil: he that keepeth his way preserveth his soul.
Proverbs 16,"18. Pride goeth before destruction, and an haughty spirit before a fall."
Proverbs 16,"19. Better it is to be of an humble spirit with the lowly, than to divide the spoil with the proud."
Proverbs 16,"20. He that handleth a matter wisely shall find good: and whoso trusteth in the LORD, happy is he."
Proverbs 16,21. The wise in heart shall be called prudent: and the sweetness of the lips increaseth learning.
Proverbs 16,22. Understanding is a wellspring of life unto him that hath it: but the instruction of fools is folly.
Proverbs 16,"23. The heart of the wise teacheth his mouth, and addeth learning to his lips."
Proverbs 16,"24. Pleasant words are as an honeycomb, sweet to the soul, and health to the bones."
Proverbs 16,"25. There is a way that seemeth right unto a man, but the end thereof are the ways of death."
Proverbs 16,26. He that laboureth laboureth for himself; for his mouth craveth it of him.
Proverbs 16,27. An ungodly man diggeth up evil: and in his lips there is as a burning fire.
Proverbs 16,28. A froward man soweth strife: and a whisperer separateth chief friends.
Proverbs 16,"29. A violent man enticeth his neighbour, and leadeth him into the way that is not good."
Proverbs 16,30. He shutteth his eyes to devise froward things: moving his lips he bringeth evil to pass.
Proverbs 16,"31. The hoary head is a crown of glory, if it be found in the way of righteousness."
Proverbs 16,32. He that is slow to anger is better than the mighty; and he that ruleth his spirit than he that taketh a city.
Proverbs 16,33. The lot is cast into the lap; but the whole disposing thereof is of the LORD.
Proverbs 17,"1. Better is a dry morsel, and quietness therewith, than an house full of sacrifices with strife."
Proverbs 17,"2. A wise servant shall have rule over a son that causeth shame, and shall have part of the inheritance among the brethren."
Proverbs 17,"3. The fining pot is for silver, and the furnace for gold: but the LORD trieth the hearts."
Proverbs 17,4. A wicked doer giveth heed to false lips; and a liar giveth ear to a naughty tongue.
Proverbs 17,5. Whoso mocketh the poor reproacheth his Maker: and he that is glad at calamities shall not be unpunished.
Proverbs 17,6. Children's children are the crown of old men; and the glory of children are their fathers.
Proverbs 17,7. Excellent speech becometh not a fool: much less do lying lips a prince.
Proverbs 17,"8. A gift is as a precious stone in the eyes of him that hath it: whithersoever it turneth, it prospereth."
Proverbs 17,9. He that covereth a transgression seeketh love; but he that repeateth a matter separateth very friends.
Proverbs 17,10. A reproof entereth more into a wise man than an hundred stripes into a fool.
Proverbs 17,11. An evil man seeketh only rebellion: therefore a cruel messenger shall be sent against him.
Proverbs 17,"12. Let a bear robbed of her whelps meet a man, rather than a fool in his folly."
Proverbs 17,"13. Whoso rewardeth evil for good, evil shall not depart from his house."
Proverbs 17,"14. The beginning of strife is as when one letteth out water: therefore leave off contention, before it be meddled with."
Proverbs 17,"15. He that justifieth the wicked, and he that condemneth the just, even they both are abomination to the LORD."
Proverbs 17,"16. Wherefore is there a price in the hand of a fool to get wisdom, seeing he hath no heart to it?"
Proverbs 17,"17. A friend loveth at all times, and a brother is born for adversity."
Proverbs 17,"18. A man void of understanding striketh hands, and becometh surety in the presence of his friend."
Proverbs 17,19. He loveth transgression that loveth strife: and he that exalteth his gate seeketh destruction.
Proverbs 17,20. He that hath a froward heart findeth no good: and he that hath a perverse tongue falleth into mischief.
Proverbs 17,21. He that begetteth a fool doeth it to his sorrow: and the father of a fool hath no joy.
Proverbs 17,22. A merry heart doeth good like a medicine: but a broken spirit drieth the bones.
Proverbs 17,23. A wicked man taketh a gift out of the bosom to pervert the ways of judgment.
Proverbs 17,24. Wisdom is before him that hath understanding; but the eyes of a fool are in the ends of the earth.
Proverbs 17,"25. A foolish son is a grief to his father, and bitterness to her that bare him."
Proverbs 17,"26. Also to punish the just is not good, nor to strike princes for equity."
Proverbs 17,27. He that hath knowledge spareth his words: and a man of understanding is of an excellent spirit.
Proverbs 17,"28. Even a fool, when he holdeth his peace, is counted wise: and he that shutteth his lips is esteemed a man of understanding."
Proverbs 18,"1. Through desire a man, having separated himself, seeketh and intermeddleth with all wisdom."
Proverbs 18,"2. A fool hath no delight in understanding, but that his heart may discover itself."
Proverbs 18,"3. When the wicked cometh, then cometh also contempt, and with ignominy reproach."
Proverbs 18,"4. The words of a man's mouth are as deep waters, and the wellspring of wisdom as a flowing brook."
Proverbs 18,"5. It is not good to accept the person of the wicked, to overthrow the righteous in judgment."
Proverbs 18,"6. A fool's lips enter into contention, and his mouth calleth for strokes."
Proverbs 18,"7. A fool's mouth is his destruction, and his lips are the snare of his soul."
Proverbs 18,"8. The words of a talebearer are as wounds, and they go down into the innermost parts of the belly."
Proverbs 18,9. He also that is slothful in his work is brother to him that is a great waster.
Proverbs 18,"10. The name of the LORD is a strong tower: the righteous runneth into it, and is safe."
